trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
296,False,"{'a': 0.5, 'e': 0.6309649102090216}",20,0,-134.33354831443089,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
297,False,"{'a': 0.5, 'e': 0.628634640249695}",20,0,-224.7493652429592,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 6}",0
298,False,"{'a': 0.5, 'e': 0.6262987125828494}",25,0,-105.84620053843456,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
299,False,"{'a': 0.5, 'e': 0.6239571482318181}",20,13,-12.393623280506372,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.6216099682706645}",20,4,-49.265788761003094,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
301,False,"{'a': 0.5, 'e': 0.6192571938239922}",25,0,-160.70350236364996,"{0: 17, 1: 1, 2: 2, 3: 2, 4: 3}",0
302,False,"{'a': 0.5, 'e': 0.6168988460667556}",25,0,-58.100651429996944,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
303,False,"{'a': 0.5, 'e': 0.6145349462240683}",30,18,-61.12276045592126,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
304,False,"{'a': 0.5, 'e': 0.6121655155710133}",20,0,-87.39558769979566,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
305,False,"{'a': 0.5, 'e': 0.6097905754324502}",30,0,-92.38367481945552,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
306,False,"{'a': 0.5, 'e': 0.6074101471828243}",25,12,-42.03431816916766,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.6050242522459737}",20,0,21.537327033719567,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
308,False,"{'a': 0.5, 'e': 0.6026329120949369}",25,16,14.954712619914957,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.6002361482517589}",20,15,9.203276459116866,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.5978339822872982}",20,0,-67.39284879165882,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
311,False,"{'a': 0.5, 'e': 0.5954264358210324}",20,0,-40.40358850538795,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
312,False,"{'a': 0.5, 'e': 0.5930135305208634}",20,0,-24.994865080773803,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
313,False,"{'a': 0.5, 'e': 0.5905952881029224}",25,3,-53.94706932717396,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 1}",1
314,False,"{'a': 0.5, 'e': 0.588171730331375}",20,9,-83.564620882041,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 2}",1
315,False,"{'a': 0.5, 'e': 0.5857428790182249}",25,0,-82.93187237412211,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
316,False,"{'a': 0.5, 'e': 0.5833087560231173}",25,10,-0.5218971470361289,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.5808693832531429}",20,2,-50.17601922284562,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.57842478266264}",30,14,9.969602148087432,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.5759749762529975}",25,0,-31.218928828048735,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
320,False,"{'a': 0.5, 'e': 0.5735199860724567}",20,0,-40.69776279043551,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
321,False,"{'a': 0.5, 'e': 0.5710598342159124}",20,0,-109.8720454175663,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
322,False,"{'a': 0.5, 'e': 0.5685945428247149}",25,0,-36.30373517189365,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
323,False,"{'a': 0.5, 'e': 0.5661241340864699}",20,2,-111.68508296186383,"{0: 11, 1: 0, 2: 3, 3: 3, 4: 1}",1
324,False,"{'a': 0.5, 'e': 0.5636486302348395}",25,14,-13.463178930606555,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.5611680535493415}",20,0,-15.581089444925485,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
326,False,"{'a': 0.5, 'e': 0.5586824263551495}",35,6,-30.38380873961794,"{0: 25, 1: 2, 2: 0, 3: 1, 4: 1}",1
327,False,"{'a': 0.5, 'e': 0.5561917710228914}",20,0,-20.79399031322477,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
328,False,"{'a': 0.5, 'e': 0.5536961099684484}",30,0,-158.51649648737168,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 3}",0
329,False,"{'a': 0.5, 'e': 0.5511954656527531}",20,0,-121.58142564111381,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
330,False,"{'a': 0.5, 'e': 0.5486898605815876}",25,14,1.911056767220869,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.5461793173053805}",20,6,-18.797267044827347,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
332,False,"{'a': 0.5, 'e': 0.5436638584190043}",20,0,-47.77408035494097,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
333,False,"{'a': 0.5, 'e': 0.5411435065615721}",20,0,-6.3976755485230035,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
334,False,"{'a': 0.5, 'e': 0.5386182844162335}",25,9,-50.46025504101093,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
335,False,"{'a': 0.5, 'e': 0.5360882147099708}",30,5,-13.422126889658148,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.5335533202133944}",20,12,2.1552921969210637,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.5310136237405375}",20,1,-34.27673541483369,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.5284691481486514}",25,11,-27.881542957110003,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.525919916337999}",25,0,-98.53548116255517,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
340,False,"{'a': 0.5, 'e': 0.5233659512516496}",25,11,0.8337483533917422,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.5208072758752715}",25,13,-7.5056943288307645,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.5182439132369262}",25,6,-56.86576851493356,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
343,False,"{'a': 0.5, 'e': 0.5156758864068599}",25,0,9.844392114128965,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
344,False,"{'a': 0.5, 'e': 0.5131032184972966}",20,14,9.842494652017837,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.5105259326622303}",20,0,-4.66381006488479,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.507944052097216}",20,0,-40.35654905906726,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
347,False,"{'a': 0.5, 'e': 0.5053576000391616}",20,13,-0.28423987796993266,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.5027665997661179}",20,0,-18.905312276885994,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
349,False,"{'a': 0.5, 'e': 0.5001710745970702}",20,11,-4.964681276318926,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.497571047891727}",20,14,-13.974719453773604,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.49496654305031157}",20,0,-14.76615820037329,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
352,False,"{'a': 0.5, 'e': 0.4923575835133496}",30,2,11.233091790240236,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.48974419276145953}",20,13,12.411217724676488,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.4871263943151402}",20,0,-32.111058021963075,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
355,False,"{'a': 0.5, 'e': 0.4845042117345603}",25,14,17.36136038089713,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.48187766861934506}",25,0,-82.8075628650387,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
357,False,"{'a': 0.5, 'e': 0.47924678860836506}",20,0,-7.134879666930085,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
358,False,"{'a': 0.5, 'e': 0.47661159537952236}",30,21,-21.094505949463063,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.4739721126495385}",20,0,4.8770510987965725,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
360,False,"{'a': 0.5, 'e': 0.47132836417373997}",25,11,-88.38066760993816,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 2}",1
361,False,"{'a': 0.5, 'e': 0.4686803737458455}",35,14,-31.996219765500214,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.46602816519775075}",20,6,-4.842653810392486,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.4633717623993151}",30,0,-107.87425648257897,"{0: 22, 1: 1, 2: 3, 3: 3, 4: 1}",0
364,False,"{'a': 0.5, 'e': 0.46071118925814536}",35,23,17.995560732801266,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.45804646971938234}",25,0,-25.43779394768081,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
366,False,"{'a': 0.5, 'e': 0.45537762776548346}",20,0,-26.82120917540599,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
367,False,"{'a': 0.5, 'e': 0.4527046874160087}",20,4,-28.77979147957536,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
368,False,"{'a': 0.5, 'e': 0.45002767272740274}",30,18,17.74770341869278,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.4473466077927801}",30,20,-32.885827451451505,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
370,False,"{'a': 0.5, 'e': 0.44466151674170673}",25,0,-29.126969924436327,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
371,False,"{'a': 0.5, 'e': 0.44197242373998435}",30,1,-33.792949462387824,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 1}",1
372,False,"{'a': 0.5, 'e': 0.43927935298943144}",20,14,0.5194489715229884,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.43658232872766695}",20,0,-20.503138481336176,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
374,False,"{'a': 0.5, 'e': 0.43388137522789066}",20,0,-49.36748423486832,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
375,False,"{'a': 0.5, 'e': 0.4311765167986662}",20,8,-26.064990372348916,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.42846777778370077}",30,6,12.3251798003876,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.42575518256162764}",20,5,-45.47973310315582,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
378,False,"{'a': 0.5, 'e': 0.42303875554578513}",20,0,-93.06512683626974,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
379,False,"{'a': 0.5, 'e': 0.42031852118399843}",30,12,-5.164131965135872,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.41759450395835795}",30,19,-14.477766511219874,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.4148667283850009}",20,6,24.048882137140936,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.4121352190138885}",20,0,-1.3074459052852354,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
383,False,"{'a': 0.5, 'e': 0.40940000042858704}",25,9,9.090582093696213,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.40666109724604504}",20,8,-10.91968380716215,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.40391853411637296}",20,15,8.658131589850829,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.4011723357226203}",25,0,-58.198234295946435,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
387,False,"{'a': 0.5, 'e': 0.3984225267805538}",20,12,-8.34081745330933,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.39566913203843584}",25,7,-22.057225286144497,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
389,False,"{'a': 0.5, 'e': 0.39291217627680014}",30,12,-14.031514054865397,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.3901516843082303}",30,0,4.351529766819959,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
391,False,"{'a': 0.5, 'e': 0.38738768097713494}",25,0,-95.48167793573901,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
392,False,"{'a': 0.5, 'e': 0.38462019115952595}",20,0,-14.277173050043537,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
393,False,"{'a': 0.5, 'e': 0.38184923976279245}",20,0,-11.421980006195591,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
394,False,"{'a': 0.5, 'e': 0.3790748517254788}",25,6,-62.80038981869376,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 2}",1
395,False,"{'a': 0.5, 'e': 0.3762970520170581}",35,24,6.621182456898849,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.37351586563770955}",25,8,-23.245335316502622,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.3707313176180912}",25,11,-33.951411931699916,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
398,False,"{'a': 0.5, 'e': 0.36794343301911697}",25,5,30.573071939623784,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.365152236931729}",20,5,-23.347304275292636,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
400,False,"{'a': 0.5, 'e': 0.3623577544766736}",20,8,-27.778001818532154,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
401,False,"{'a': 0.5, 'e': 0.35956001080427363}",20,3,-50.13323004956824,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
402,False,"{'a': 0.5, 'e': 0.35675903109420365}",25,0,-44.92197139379613,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
403,False,"{'a': 0.5, 'e': 0.3539548405552618}",20,0,-18.953238267564885,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
404,False,"{'a': 0.5, 'e': 0.3511474644251443}",25,0,-27.50615887413395,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
405,False,"{'a': 0.5, 'e': 0.348336927970217}",30,21,16.113999505432343,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.3455232564852894}",25,11,-31.084344678545598,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
407,False,"{'a': 0.5, 'e': 0.3427064752933856}",25,13,-14.62498710799109,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.3398866097455176}",25,7,-5.181134022764033,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.3370636852204559}",25,11,-76.02970875568681,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
410,False,"{'a': 0.5, 'e': 0.3342377271245026}",20,12,13.833853205763585,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.3314087608912611}",20,3,-2.883263117117579,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.3285768119814088}",25,17,1.3878599156077107,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.3257419058824663}",25,18,-41.27312172516473,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
414,False,"{'a': 0.5, 'e': 0.3229040681085699}",20,6,-13.270207100641048,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
415,False,"{'a': 0.5, 'e': 0.32006332420023986}",25,13,20.624043316902128,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.3172196997241527}",25,0,-8.81680790377262,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.314373220272909}",25,3,-12.486259315163032,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.31152391146480507}",20,0,6.81045999720501,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
419,False,"{'a': 0.5, 'e': 0.3086717989436006}",20,8,13.858486648253344,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.3058169083782893}",20,0,-114.1020188500803,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
421,False,"{'a': 0.5, 'e': 0.3029592654628667}",20,0,23.423573044140493,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
422,False,"{'a': 0.5, 'e': 0.3000988959161001}",20,15,9.83824024482503,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.29723582548129573}",25,8,-30.82651957814564,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.29437007992606856}",30,7,41.37513373130126,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.2915016850421088}",20,14,12.433835326480118,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.2886306666449516}",30,19,12.986294336866054,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.2857570505737428}",20,0,31.103162444972423,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
428,False,"{'a': 0.5, 'e': 0.2828808626910075}",35,12,-34.28792639560942,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 1}",1
429,False,"{'a': 0.5, 'e': 0.2800021288824176}",20,2,28.966287770365913,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.2771208750565576}",30,18,-30.790731621663245,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
431,False,"{'a': 0.5, 'e': 0.27423712714469284}",25,17,-13.667994005112885,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.2713509111005347}",20,13,-9.968642209741715,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.26846225290000847}",25,10,25.52347027696109,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.265571178541018}",30,14,-55.391458810625025,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
435,False,"{'a': 0.5, 'e': 0.26267771404321355}",20,2,5.677370452593851,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.25978188544775555}",25,13,21.52834675249907,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.2568837188170823}",30,23,6.398204141620173,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.2539832402346734}",20,11,5.894641249655836,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.25108047580481696}",20,7,23.403649598568535,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.2481754516523729}",20,4,17.808703009940142,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.24526819392253935}",20,0,29.998886628177008,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
442,False,"{'a': 0.5, 'e': 0.24235872878061585}",20,4,-70.53449776853499,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 1}",1
443,False,"{'a': 0.5, 'e': 0.23944708241176946}",20,6,14.614521551213539,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.2365332810207974}",30,13,9.992534491493691,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.23361735083189297}",25,12,24.60581554667013,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.23069931808840777}",25,7,20.331003136911324,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.22777920905261723}",20,2,30.00371162036972,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.22485705000548248}",20,10,6.392916029212675,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.22193286724641567}",20,0,7.343267159202578,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
450,False,"{'a': 0.5, 'e': 0.2190066870930415}",25,15,18.689960395066493,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.21607853588096199}",20,0,6.5861004891670305,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
452,False,"{'a': 0.5, 'e': 0.21314843996351784}",35,2,-16.408053108781523,"{0: 26, 1: 3, 2: 3, 3: 1, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.21021642571155302}",30,24,12.6827710790035,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.20728251951317553}",25,0,30.423695099843297,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
455,False,"{'a': 0.5, 'e': 0.2043467477735218}",30,9,-20.21455349011319,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
456,False,"{'a': 0.5, 'e': 0.20140913691451723}",20,6,16.94278990925168,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.19846971337464017}",30,0,-10.608744667598206,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
458,False,"{'a': 0.5, 'e': 0.19552850360868218}",20,13,-3.104725378010675,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.19258553408751172}",30,9,34.7546826734814,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.18964083129783424}",30,16,21.96982382196054,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.18669442174195536}",25,8,-13.301469956943171,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
462,False,"{'a': 0.5, 'e': 0.18374633193754078}",20,10,9.530350746593694,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.18079658841737925}",20,10,19.952340718579492,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.17784521772914214}",20,6,25.004755249024278,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.17489224643514614}",25,17,2.6136048165905725,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.1719377011121125}",20,3,24.27984521001556,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.1689816083509297}",20,14,-31.78912750870412,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
468,False,"{'a': 0.5, 'e': 0.1660239947564121}",25,20,11.957686683425134,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.16306488694706261}",25,7,7.643211933347353,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.16010431155483126}",25,9,-6.633149902463009,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.1571422952248764}",25,0,-25.46778749019521,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 0}",0
472,False,"{'a': 0.5, 'e': 0.15417886461532546}",20,11,12.186645457282385,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.15121404639703348}",20,10,4.554119605926704,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.14824786725334482}",25,11,-37.34131388684172,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
475,False,"{'a': 0.5, 'e': 0.14528035387985133}",20,12,13.977195969166923,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.14231153298415378}",20,2,31.03310990896917,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.13934143128561977}",25,11,26.935001310213348,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.13637007551514496}",25,16,12.006713012328724,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.13339749241491078}",25,8,32.46460325161961,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
